date,model,mode,timestamp,level,project_id,pass,total,reason,score,type,,,,
20251020-1,gemma3-27b,cascade,20251020-234444,1,5,0,13,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\5\app.js'
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47 {
  code: 'MODULE_NOT_FOUND',
  requireStack: []
}

Node.js v24.11.0
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\5\start.py"", line 7, in <module>
    subprocess.run(['node', 'app.js'], check=True, shell=True)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['node', 'app.js']' returned non-zero exit status 1.
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251020-234444,1,6,0,20,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\6\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\6\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251020-234444,1,7,0,24,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\7\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\7\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251020-234444,1,8,0,18,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\8\app.js'
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47 {
  code: 'MODULE_NOT_FOUND',
  requireStack: []
}

Node.js v24.11.0
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\8\start.py"", line 7, in <module>
    subprocess.run(['node', 'app.js'], check=True, shell=True)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['node', 'app.js']' returned non-zero exit status 1.
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251020-234444,1,9,0,13,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\9\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\9\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251020-234444,1,10,3,21,N/A,0.142857143,Web,,,,
20251020-1,gemma3-27b,cascade,20251020-234444,1,11,0,8,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\11\app.js'
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47 {
  code: 'MODULE_NOT_FOUND',
  requireStack: []
}

Node.js v24.11.0
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\11\start.py"", line 7, in <module>
    subprocess.run(['node', 'app.js'], check=True, shell=True)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['node', 'app.js']' returned non-zero exit status 1.
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251020-234444,1,12,0,18,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\12\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\12\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251020-234444,1,13,0,25,"node:internal/modules/cjs/loader:1423
  throw err;
  ^

Error: Cannot find module 'C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\13\app.js'
    at Module._resolveFilename (node:internal/modules/cjs/loader:1420:15)
    at defaultResolveImpl (node:internal/modules/cjs/loader:1058:19)
    at resolveForCJSWithHooks (node:internal/modules/cjs/loader:1063:22)
    at Module._load (node:internal/modules/cjs/loader:1226:37)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:154:5)
    at node:internal/main/run_main_module:33:47 {
  code: 'MODULE_NOT_FOUND',
  requireStack: []
}

Node.js v24.11.0
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\13\start.py"", line 7, in <module>
    subprocess.run(['node', 'app.js'], check=True, shell=True)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['node', 'app.js']' returned non-zero exit status 1.
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251020-234444,1,14,0,5,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\14\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\14\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251020-234444,1,15,0,3,N/A,0,Web,,,,
20251020-1,gemma3-27b,cascade,20251020-234444,1,16,1,9,N/A,0.111111111,Console/Batch,,,,
20251020-1,gemma3-27b,cascade,20251020-234444,1,17,2,6,N/A,0.333333333,Console/Batch,,,,
20251020-1,gemma3-27b,cascade,20251020-234444,1,18,1,14,N/A,0.071428571,Console/Batch,,,,
20251020-1,gemma3-27b,cascade,20251020-234444,1,19,1,8,N/A,0.125,Console/Batch,,,,
20251020-1,gemma3-27b,cascade,20251020-234444,1,20,0,26,N/A,0,Web,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,1,0,11,"C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\1\routes\bmi.js:35
  res.send('<form id=""bmi-form"" class=""bmi-form"" action=""/bmi/calculate"" method=""post"">
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

SyntaxError: Invalid or unexpected token
    at wrapSafe (node:internal/modules/cjs/loader:1691:18)
    at Module._compile (node:internal/modules/cjs/loader:1734:20)
    at Object..js (node:internal/modules/cjs/loader:1893:10)
    at Module.load (node:internal/modules/cjs/loader:1480:32)
    at Module._load (node:internal/modules/cjs/loader:1299:12)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:244:24)
    at Module.require (node:internal/modules/cjs/loader:1503:12)
    at require (node:internal/modules/helpers:152:16)
    at Object.<anonymous> (C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\1\app.js:10:18)

Node.js v24.11.0
Traceback (most recent call last):
  File ""C:\Users\13468\PycharmProjects\ProjectEvalPlus\test\20251030\1\start.py"", line 7, in <module>
    subprocess.run(['node', 'app.js'], check=True, shell=True)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\13468\AppData\Local\Programs\Python\Python313\Lib\subprocess.py"", line 577, in run
    raise CalledProcessError(retcode, process.args,
                             output=stdout, stderr=stderr)
subprocess.CalledProcessError: Command '['node', 'app.js']' returned non-zero exit status 1.
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,2,0,9,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\2\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\2\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,3,0,16,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\3\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\3\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,4,0,17,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\4\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,5,0,13,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\5\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\5\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,6,0,20,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\6\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\6\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,7,0,24,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\7\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\7\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,8,0,18,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\8\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\8\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,9,0,13,N/A,0,Web,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,10,0,21,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\10\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\10\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,11,0,8,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\11\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\11\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,12,0,18,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\12\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\12\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,13,2,25,N/A,0.08,Web,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,14,0,5,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\14\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\14\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,15,0,3,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\15\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\15\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,16,3,9,N/A,0.333333333,Console/Batch,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,17,2,6,N/A,0.333333333,Console/Batch,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,18,2,14,N/A,0.142857143,Console/Batch,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,19,1,8,N/A,0.125,Console/Batch,,,,
20251020-1,gemma3-27b,cascade,20251021-020650,2,20,0,26,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\20\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\20\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,direct,20251021-175635,1,1,0,11,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\1\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\1\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,direct,20251021-175635,1,2,0,9,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\2\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\2\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,direct,20251021-175635,1,3,0,16,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\3\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\3\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,direct,20251021-175635,1,4,0,17,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\4\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\4\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,direct,20251021-175635,1,5,0,13,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\5\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\5\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
20251020-1,gemma3-27b,direct,20251021-175635,1,6,0,20,"python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\6\\start.py': [Errno 2] No such file or directory
python: can't open file 'C:\\Users\\13468\\PycharmProjects\\ProjectEvalPlus\\test\\20251030\\6\\start.py': [Errno 2] No such file or directory
",0,Web,,,,
